Filename,Frame,Time (mins),Period,Period time (mins),length.mm,Precision (mm),RMS (mm),Range (mm),Direction (deg),Horz. Dir. (deg),Vert. Dir. (deg),Mid X (mm),Mid Y (mm),Mid Z (mm),OpCode,TapeReader,Depth,Comment,Date,Time,habitat_type,complexity,current_speed,temperature,left_camera,right_camera,Family,Genus,Species,Code,Number,Stage,Activity,Comment
left_surface_2.jpg,0,,,,,14.73,0.485,3603.366,35.272,,,1896.841,-829.044,-2949.394,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Seed
left_surface_2.jpg,0,,,,,12.603,4.371,3261.866,32.191,,,1486.652,-875.039,-2768.383,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Seed
left_surface_2.jpg,0,,,,,7.099,2.451,2424.276,29.911,,,1062.237,595.929,-2096.099,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Seed
left_surface_2.jpg,0,,,,,13.879,3.389,3444.836,30.533,,,-1550.015,839.118,-2959.769,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Seed
left_surface_2.jpg,0,,,,,14.356,1.739,3626.467,29.603,,,-1790.284,91.779,-3152.416,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Seed
left_surface_2.jpg,0,,,,,22.288,1.697,4436.309,33.914,,,-2133.904,1287.238,-3670.192,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Seed
left_surface_2.jpg,0,,,,,8.702,4.75,2790.937,17.911,,,-841.152,-147.125,-2657.094,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Seed
left_surface_2.jpg,0,,,,,5.878,0.542,2208.882,21.858,,,-665.687,501.254,-2045.67,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Seed
left_surface_2.jpg,0,,,,,5.032,2.882,2051.495,22.3,,,-388.657,691.452,-1891.949,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Seed
left_surface_2.jpg,0,,,,,5.268,3.789,2160.154,14.443,,,115.555,544.976,-2087.083,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Seed
left_surface_2.jpg,0,,,,,3.905,1.963,1865.549,9.036,,,-242.292,181.253,-1840.846,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Seed
left_surface_2.jpg,0,,,,,9.672,3.885,2849.318,21.606,,,742.402,765.075,-2642.368,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Seed
left_surface_2.jpg,0,,,,,6.548,2.5,2407.972,17.265,,,714.568,7.854,-2299.491,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Seed
left_surface_2.jpg,0,,,,,20.104,1.772,4224.137,25.955,,,-1792.954,-416.634,-3801.982,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Seed
left_surface_2.jpg,0,,,,,5.068,2.943,2074.771,20.564,,,-290.93,685.573,-1936.497,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,10.098,3.327,2898.981,27.086,,,-985.632,901.124,-2573.052,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,11.329,5.006,3077.724,28.155,,,-1177.126,874.846,-2705.809,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,7.774,3.586,2637.363,14.584,,,568.944,-319.585,-2555.357,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,6.001,3.208,2287.236,18.016,,,213.577,693.838,-2168.968,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,8.391,4.165,2799.965,11.455,,,239.858,-477.077,-2748.576,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,4.314,1.951,1945.009,12.428,,,-388.065,173.904,-1897.952,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,9.786,1.5,2883.909,20.241,,,626.825,800.476,-2698.752,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,12.704,1.091,3276.691,29.085,,,-1384.954,812.395,-2856.33,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,6.631,1.611,2342.99,23.952,,,-779.085,564.852,-2136.251,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,8.169,3.249,2603.889,25.445,,,-787.842,815.302,-2344.105,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,8.407,3.078,2654.091,21.122,,,767.102,593.369,-2470.56,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,9.348,2.258,2821.255,18.981,,,717.988,595.337,-2662.621,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,11.425,3.989,3147.863,19.601,,,631.108,-820.083,-2972.913,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,11.341,5.012,3079.674,25.42,,,891.825,-950.821,-2790.157,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,4.57,2.952,2016.342,11.814,,,-106.581,416.481,-1969.98,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,9.45,6.717,2838.052,25.703,,,1158.488,-392.92,-2560.871,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,4.407,2.245,1990.319,9.617,,,-116.955,328.828,-1959.48,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,11.631,3.041,3186.509,21.423,,,497.482,-1025.59,-2975.653,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,4.612,2.782,2040.043,10.197,,,3.912,379.114,-2004.503,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,7.442,2.964,2485.573,23.291,,,853.972,506.913,-2278.561,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,4.818,2.017,2027.875,17.488,,,-283.648,556.668,-1929.234,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,6.963,1.134,2412.828,22.808,,,-823.119,464.091,-2220.098,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,7.278,3.322,2482.814,20.244,,,784.584,370.793,-2326.222,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,4.801,1.954,2014.856,17.773,,,-545.031,302.133,-1916.064,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,5.488,3.028,2180.307,15.774,,,286.484,537.646,-2093.466,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,6.36,5.529,2448.747,8.656,,,-364.044,-35.722,-2421.272,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,4.881,2.463,2025.303,19.353,,,-374.871,573.815,-1905.797,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,11.812,3.597,3209.301,22.1,,,-517.777,-1064.055,-2983.17,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,5.229,1.915,2168.297,10.284,,,251.083,313.705,-2130.742,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,5.888,3.345,2275.124,13.316,,,426.249,324.594,-2211.14,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,4.375,1.986,1999.165,7.625,,,-12.712,282.695,-1979.035,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,4.443,2.164,2017.325,7.165,,,91.497,252.321,-1999.39,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,4.565,2.323,1981.769,14.393,,,-337.004,376.464,-1916.276,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,8.567,2.497,2753.967,21.104,,,-990.813,62.015,-2568.809,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,6.488,2.977,2354.731,24.247,,,955.469,168.159,-2145.591,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,4.873,2.598,2046.566,16.285,,,-535.381,224.283,-1962.524,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,6.472,3.322,2361.489,21.817,,,871.172,126.046,-2191.301,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,5.584,2.19,2238.616,11.157,,,381.516,224.844,-2194.377,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,8.274,3.419,2798.058,11.385,,,75.796,-522.498,-2747.795,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,5.207,1.431,2187.18,8.144,,,254.316,196.408,-2163.447,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,4.623,2.322,1961.599,19.296,,,-522.392,400.348,-1847.89,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,6.594,2.796,2392.808,19.252,,,779.626,141.362,-2257.816,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,11.803,1.388,3171.743,27.073,,,-1343.702,552.765,-2819.374,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,8.201,2.672,2672.145,28.286,,,1258.79,158.564,-2351.737,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,9.985,3.652,2945.26,18.379,,,744.493,-530.053,-2799.881,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,4.425,3.524,2029.535,5.034,,,123.072,146.836,-2020.471,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,11.077,4.393,3071.146,21.563,,,756.665,-811.923,-2863.596,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,7.396,2.843,2466.184,27.461,,,967.759,616.906,-2182.873,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,5.372,3.008,2170.345,18.08,,,-104.349,683.875,-2057.14,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,7.991,3.21,2663.973,30.752,,,1360.628,84.949,-2288.718,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,8.34,3.263,2728.236,32.37,,,1441.592,-214.667,-2306.297,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,6.816,3.913,2495.882,12.847,,,549.697,-54.507,-2433.986,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,6.788,3.289,2470.63,14.579,,,620.85,57.494,-2390.66,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,5.316,3.198,2199.369,10.918,,,-414.184,63.972,-2159.07,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,10.153,3.914,3002.481,24.959,,,-1265.591,82.837,-2721.454,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,16.643,4.678,3778.019,21.956,,,-1104.999,-848.507,-3511.758,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,9.641,3.535,2850.108,26.175,,,1138.305,-510.789,-2562.512,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,6.459,2.617,2367.787,22.349,,,900.348,21.368,-2189.824,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,6.59,3.315,2400.195,19.421,,,784.78,-124.881,-2264.831,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,7.074,4.054,2480.879,24.889,,,1044.082,10.862,-2250.453,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,13.653,3.408,3423.551,29.464,,,-1553.687,676.07,-2974.842,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,8.106,3.771,2690.133,30.764,,,1375.103,-28.779,-2311.942,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,5.095,2.382,2095.852,18.875,,,-206.317,663.6,-1977.287,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,8.588,3.533,2759.246,21.954,,,-1028.569,-55.648,-2559.763,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,12.063,6.781,3281.319,28.348,,,-1547.223,209.189,-2886.069,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,13.508,3.066,3379.451,30.208,,,-1405.005,983.786,-2911.841,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,7.367,3.301,2659.297,8.406,,,-124.599,-344.67,-2633.921,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,8.049,1.101,2659.63,27.588,,,1231.051,-19.352,-2357.493,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,8.13,5.706,2760.313,11.199,,,-527.202,-72.889,-2708.519,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,7.647,3.594,2509.684,25.28,,,895.425,609.218,-2263.975,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,7.472,3.236,2718.169,4.993,,,126.925,-175.378,-2709.535,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,7.773,3.402,2657.333,13.854,,,-298.59,-538.735,-2584.962,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,5.414,5.857,2185.797,14.44,,,-529.647,147.618,-2115.512,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,6.715,3.419,2435.024,17.196,,,698.652,-152.672,-2327.643,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,6.817,3.92,2398.928,22.137,,,-836.51,362.576,-2218.929,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,7.092,3.246,2540.608,13.097,,,543.557,-167.551,-2476.119,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,7.253,3.524,2597.69,10.489,,,-325.308,-320.348,-2557.254,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,9.069,3.525,2823.546,17.242,,,-513.546,-636.656,-2702.471,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,7.569,3.85,2554.422,24.979,,,1054.187,-207.937,-2317.439,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,15.18,2.447,3580.097,27.197,,,-1352.473,-892.398,-3192.419,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,9.001,3.47,2847.391,15.667,,,-718.424,-249.511,-2743.947,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,6.902,2.632,2432.212,22.202,,,877.756,-252.241,-2254.235,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,6.865,3.822,2385.965,27.731,,,1016.067,466.356,-2107.83,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,7.073,3.291,2480.796,18.34,,,722.373,-274.713,-2357.341,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,8.769,4.379,2758.037,29.695,,,1327.992,-299.672,-2398.625,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,7.836,3.657,2750.781,7.838,,,174.576,-307.582,-2727.95,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,9.079,3.883,2831.686,18.486,,,-844.034,-282.061,-2688.213,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,10.503,4.801,3004.86,19.737,,,742.408,-666.373,-2834.425,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,8.613,3.406,2847.965,10.115,,,338.863,-342.784,-2806.881,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,11.806,2.267,3258.146,20.051,,,-302.232,-1047.961,-3070.171,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,9.894,3.182,2979.901,14.802,,,559.209,-490.76,-2885.524,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,4.197,1.372,1977.258,4.595,,,-143.815,84.078,-1970.227,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,4.778,2.707,2069.928,11.055,,,102.452,401.651,-2028,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,8.876,4.675,2781.386,32.298,,,1424.687,-401.932,-2354.745,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,7.485,4.014,2516.082,22.813,,,881.51,-397.097,-2322.913,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,7.511,3.272,2531.322,20.494,,,777.448,-404.151,-2374.833,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,8.933,4.486,2765.585,27.643,,,1228.157,-349.612,-2453.132,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,22.078,3.145,4363.1,31.937,,,-1945.727,1274.542,-3691.386,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,6.167,3.613,2299.095,18.412,,,346.479,657.677,-2175.603,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,5.178,4.912,2136.289,16.058,,,-583.432,-75.431,-2053.692,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,11.684,3.551,3190.894,27.153,,,-1419.623,349.939,-2836.197,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,8.617,3.989,2774.344,15.087,,,-481.133,-514.493,-2683.429,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,9.119,3.469,2782.144,30.843,,,1313.115,-535.537,-2393.586,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,9.434,3.833,2870.114,34.024,,,1502.116,-546.684,-2383.766,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,10.271,3.238,2944.877,23.206,,,985.262,-588.732,-2712.002,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,10.125,4.402,2906.588,26.007,,,-1062.667,726.963,-2605.862,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,5.016,3.129,2181.258,5.001,,,190.031,26.575,-2172.802,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,4.13,2.669,1971.384,2.026,,,-13.769,85.981,-1969.46,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,3.969,2.606,1892.418,7.635,,,-144.565,222.527,-1873.72,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,10.237,2.736,2923.885,27.398,,,1161.22,-656.328,-2601.903,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,10.298,3.506,2950.237,22.211,,,858.906,-686.876,-2737.586,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,13.437,3.564,3424.623,18.836,,,-797.141,-737.143,-3247.958,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,9.605,4.154,2946.655,15.734,,,328.305,-703.075,-2842.653,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,4.635,2.259,1982.777,16.273,,,-417.61,383.502,-1899.982,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,4.788,2.194,1992.147,20.953,,,-460.338,560.316,-1855.475,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,4.666,2.189,1975.699,18.457,,,-442.369,458.976,-1870.036,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,7.154,1.406,2464.695,27.104,,,1093.713,274.113,-2191.661,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,8.487,3.813,2802.489,15.293,,,-21.705,-714.593,-2709.766,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,8.44,3.116,2750.546,18.225,,,-859.848,-1.525,-2612.692,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,16.247,5.663,3696.92,28.534,,,-1311.248,-1153.708,-3258.343,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,6.637,3.008,2398.378,21.843,,,878.768,-135.174,-2227.49,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,12.322,2.163,3336.912,27.805,,,-1556.351,51.96,-2951.28,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,12.918,1.445,3334.988,20.971,,,-768.277,-885.509,-3122.142,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,9.418,4.731,2921.832,17.843,,,201.739,-847.317,-2788.988,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,9.505,2.79,2877.574,19.843,,,-483.65,-824.367,-2714.21,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,11.611,4.398,3135.378,23.442,,,768.568,-956.564,-2885.288,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,9.281,0.859,2853.306,21.317,,,-1000.485,-249.838,-2660.444,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,9.071,4.035,2873.54,18.787,,,-106.628,-894.867,-2728.566,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,4.6,2.765,1998.705,13.883,,,-250.699,426.2,-1936.576,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,6.993,3.376,2421.215,22.678,,,864.297,372.704,-2230.777,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,7.664,3.804,2731.366,7.472,,,46.966,-327.772,-2711.221,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,9.544,3.982,2948.948,20.452,,,40.337,-1004.833,-2772.179,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,4.198,2.073,1916.648,11.651,,,-282.135,281.822,-1874.704,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,8.181,3.71,2700.227,16.769,,,-331.063,-682.016,-2591.617,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,7.067,4.622,2641.088,4.661,,,-130.661,-146.679,-2633.772,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Seed
left_surface_2.jpg,0,,,,,7.859,0.33,2652.051,35.346,,,1477.033,434.468,-2159.395,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Seed
left_surface_2.jpg,0,,,,,7.199,0.509,2519.956,20.967,,,164.106,907.721,-2345.057,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Seed
left_surface_2.jpg,0,,,,,17.795,4.982,3931.672,22.676,,,-1375.84,-603.494,-3633.305,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Seed
left_surface_2.jpg,0,,,,,12.067,1.025,3197.862,28.366,,,-1366.941,688.396,-2807.829,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,7.661,2.023,2519.584,24.673,,,-791.028,713.66,-2283.258,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,5.302,2.592,2166.634,16.01,,,14.62,616.014,-2077.165,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,4.739,2.359,2041.189,14.419,,,-120.32,511.52,-1972.39,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,4.716,2.747,2101.316,6.042,,,-220.625,34.166,-2089.423,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,5.55,2.455,2204.017,15.911,,,200.412,588.965,-2114.39,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,7.815,3.952,2620.982,19.14,,,-848.987,155.255,-2474.806,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,8.045,3.157,2719.154,14.267,,,-175.597,-623.064,-2640.976,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
left_surface_2.jpg,0,,,,,7.786,3.653,2723.932,10.222,,,-27.856,-458.557,-2684.913,Test,Jim,,,,,,,,,,,,,,,1,AD,Passing,Matched
