MaxN,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Generated: Thursday 03 June 2021 21:41:46,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Filename,Frame,Time (mins),Period,Period time (mins),OpCode,TapeReader,Depth,Comment,Date,Time,habitat_type,complexity,current_speed,temperature,left_camera,right_camera,Family,Genus,Species,Code,MaxN,Has fed
Left_003.MP4,5987,38.598,60min,7.1555,tennisboatramp_1,Fiona Francis,21.4,,2019-09-06,13:47,rocky reef,,,,1049,1048,Hexagrammidae,Ophiodon,elongatus,167116,2,No
Left_004.MP4,2189,54.1202,60min,22.6777,tennisboatramp_1,Fiona Francis,21.4,,2019-09-06,13:47,rocky reef,,,,1049,1048,Hexagrammidae,Oxylebius,pictus,167118,1,No
Left_005.MP4,14039,78.3444,60min,46.9019,tennisboatramp_1,Fiona Francis,21.4,,2019-09-06,13:47,rocky reef,,,,1049,1048,Scorpaenidae,Sebastes,flavidus,166720,1,No
Left_002.MP4,28651,33.5674,60min,2.1249,tennisboatramp_1,Fiona Francis,21.4,,2019-09-06,13:47,rocky reef,,,,1049,1048,Scorpaenidae,Sebastes,maliger,166726,1,No
Left_003.MP4,15113,43.6731,60min,12.2306,tennisboatramp_1,Fiona Francis,21.4,,2019-09-06,13:47,rocky reef,,,,1049,1048,Squalidae,Squalus,suckleyi,160617,1,No
Left (3).MP4,27776,50.7151,60min,35.8469,tennisboatramp_2,Fiona Francis,22.4,,2019-11-05,10:07,rocky reef,,,,1049,1048,Bathymasteridae,Ronquilus,jordani,170951,2,No
Left (4).MP4,21375,64.7897,60min,49.9215,tennisboatramp_2,Fiona Francis,22.4,,2019-11-05,10:07,rocky reef,,,,1049,1048,Embiotocidae,Cymatogaster,aggregata,169739,500,No
Left (2).MP4,9749,23.0558,60min,8.1876,tennisboatramp_2,Fiona Francis,22.4,,2019-11-05,10:07,rocky reef,,,,1049,1048,Embiotocidae,Embiotoca,lateralis,169744,1,No
Left (2).MP4,9927,23.1548,60min,8.2866,tennisboatramp_2,Fiona Francis,22.4,,2019-11-05,10:07,rocky reef,,,,1049,1048,Embiotocidae,Rhacochilus,vacca,169754,4,No
Left (2).MP4,20044,28.781,60min,13.9128,tennisboatramp_2,Fiona Francis,22.4,,2019-11-05,10:07,rocky reef,,,,1049,1048,Gobiidae,Rhinogobiops,nicholsii,636877,4,No
Left (1).MP4,29773,16.5571,60min,1.6889,tennisboatramp_2,Fiona Francis,22.4,,2019-11-05,10:07,rocky reef,,,,1049,1048,Hexagrammidae,Hexagrammos,decagrammus,167110,1,No
Left (4).MP4,2787,54.4527,60min,39.5845,tennisboatramp_2,Fiona Francis,22.4,,2019-11-05,10:07,rocky reef,,,,1049,1048,Hexagrammidae,Ophiodon,elongatus,167116,2,No
Left (4).MP4,14732,61.0955,60min,46.2273,tennisboatramp_2,Fiona Francis,22.4,,2019-11-05,10:07,rocky reef,,,,1049,1048,Hexagrammidae,Oxylebius,pictus,167118,2,No
Left (3).MP4,16591,44.495,60min,29.6268,tennisboatramp_2,Fiona Francis,22.4,,2019-11-05,10:07,rocky reef,,,,1049,1048,Phocidae,Phoca,vitulina,180649,1,No
Left (3).MP4,31457,52.7622,60min,37.894,tennisboatramp_2,Fiona Francis,22.4,,2019-11-05,10:07,rocky reef,,,,1049,1048,Scorpaenidae,Sebastes,emphaeus,166718,1,No
Left (1).MP4,28134,15.6456,60min,0.7774,tennisboatramp_2,Fiona Francis,22.4,,2019-11-05,10:07,rocky reef,,,,1049,1048,Scorpaenidae,Sebastes,flavidus,166720,3,No
Left (1).MP4,31013,17.2467,60min,2.3785,tennisboatramp_2,Fiona Francis,22.4,,2019-11-05,10:07,rocky reef,,,,1049,1048,Scorpaenidae,Sebastes,maliger,166726,7,No
Left (2).MP4,570,17.9513,60min,3.0831,tennisboatramp_2,Fiona Francis,22.4,,2019-11-05,10:07,rocky reef,,,,1049,1048,Scorpaenidae,Sebastes,nigrocinctus,166732,1,No
Left_003.MP4,30141,52.0303,60min,23.2193,tenniscourts_1,Fiona Francis,21.8,,2019-09-05,11:54,rocky reef,,,,1049,1048,Embiotocidae,Rhacochilus,vacca,169754,4,No
Left_002.MP4,21802,29.7586,60min,0.9476,tenniscourts_1,Fiona Francis,21.8,,2019-09-05,11:54,rocky reef,,,,1049,1048,Gobiidae,Rhinogobiops,nicholsii,636877,3,No
Left_003.MP4,10771,41.2584,60min,12.4474,tenniscourts_1,Fiona Francis,21.8,,2019-09-05,11:54,rocky reef,,,,1049,1048,Hexagrammidae,Ophiodon,elongatus,167116,2,No
Left_002.MP4,20098,28.811,60min,0,tenniscourts_1,Fiona Francis,21.8,,2019-09-05,11:54,rocky reef,,,,1049,1048,Scorpaenidae,Sebastes,flavidus,166720,100,No
Left_002.MP4,22234,29.9989,60min,1.1879,tenniscourts_1,Fiona Francis,21.8,,2019-09-05,11:54,rocky reef,,,,1049,1048,Scorpaenidae,Sebastes,maliger,166726,1,No
Left_002.MP4,24248,31.1189,60min,2.3079,tenniscourts_1,Fiona Francis,21.8,,2019-09-05,11:54,rocky reef,,,,1049,1048,Squalidae,Squalus,suckleyi,160617,1,No
Left (5).MP4,2529,71.9435,60min,53.7787,tenniscourts_2,Fiona Francis,22.2,,2019-11-05,10:56,rocky reef,,,,1047,1046,Embiotocidae,Rhacochilus,vacca,169754,14,No
Left (2).MP4,2741,19.1586,60min,0.9938,tenniscourts_2,Fiona Francis,22.2,,2019-11-05,10:56,rocky reef,,,,1047,1046,Gobiidae,Rhinogobiops,nicholsii,636877,2,No
Left (4).MP4,29967,69.5678,60min,51.403,tenniscourts_2,Fiona Francis,22.2,,2019-11-05,10:56,rocky reef,,,,1047,1046,Hexagrammidae,Hexagrammos,decagrammus,167110,1,No
Left (2).MP4,15238,26.1083,60min,7.9435,tenniscourts_2,Fiona Francis,22.2,,2019-11-05,10:56,rocky reef,,,,1047,1046,Hexagrammidae,Ophiodon,elongatus,167116,1,No
Left (4).MP4,8749,57.7683,60min,39.6035,tenniscourts_2,Fiona Francis,22.2,,2019-11-05,10:56,rocky reef,,,,1047,1046,Hexagrammidae,Oxylebius,pictus,167118,1,No
Left (2).MP4,14301,25.5872,60min,7.4224,tenniscourts_2,Fiona Francis,22.2,,2019-11-05,10:56,rocky reef,,,,1047,1046,Phocidae,Phoca,vitulina,180649,1,No
Left (3).MP4,27594,50.6139,60min,32.4491,tenniscourts_2,Fiona Francis,22.2,,2019-11-05,10:56,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,caurinus,166713,2,No
Left (3).MP4,1026,35.8391,60min,17.6743,tenniscourts_2,Fiona Francis,22.2,,2019-11-05,10:56,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,emphaeus,166718,2,No
Left (2).MP4,4218,19.98,60min,1.8151,tenniscourts_2,Fiona Francis,22.2,,2019-11-05,10:56,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,flavidus,166720,100,No
Left (2).MP4,19141,28.2788,60min,10.114,tenniscourts_2,Fiona Francis,22.2,,2019-11-05,10:56,rocky reef,,,,1047,1046,Scorpaenidae,Sebastes,maliger,166726,3,No
